survived,pclass,age,fare,adult_male,alone,familySize,sex_male,embark_town_Queenstown,embark_town_Southampton,who_man,who_woman,class_Second,class_Third
1,1,0.37170143252073384,0.650420658454538,0,1,0.0,False,False,False,False,True,False,False
1,1,0.2963056044232219,0.710264100162358,0,1,0.0,False,False,False,False,True,False,False
1,1,0.22090977632571,0.8930704502718892,0,0,0.4,False,False,False,False,True,False,False
0,2,0.32143754712239253,0.5281013477114938,0,0,0.20000000000000004,False,False,True,False,True,True,False
0,3,0.34656948982156316,0.3502016019446998,1,1,0.0,True,False,True,True,False,False,True
0,2,0.5350590600653431,0.5295781586642772,1,0,0.20000000000000004,True,False,True,True,False,True,False
1,3,0.32143754712239253,0.3494505372759428,0,1,0.0,False,False,True,False,True,False,True
1,2,0.2963056044232219,0.5281013477114938,0,0,0.1,False,False,True,False,True,True,False
0,2,0.6732847449107816,0.4339186127880943,1,1,0.0,True,False,True,True,False,True,False
1,1,0.38426740387031916,0.8189796728879717,0,0,0.20000000000000004,False,False,True,False,True,False,False
1,1,0.49736114601658704,0.786578536659575,0,0,0.20000000000000004,False,False,False,False,True,False,False
0,3,0.2711736617240512,0.33812548386615277,1,1,0.0,True,False,True,True,False,False,True
0,3,0.33400351847197784,0.3502016019446998,1,1,0.0,True,False,True,True,False,False,True
1,2,0.37170143252073384,0.415246066809403,0,1,0.0,False,True,False,False,True,True,False
1,2,0.2711736617240512,0.5449835638455501,0,0,0.20000000000000004,False,False,True,False,True,True,False
0,3,0.34656948982156316,0.682002570512027,1,0,1.0,True,False,True,True,False,False,True
1,1,0.4470972606182458,0.787913124843811,0,1,0.0,False,False,False,False,True,False,False
0,3,0.7612465443578789,0.31714501737309336,1,1,0.0,True,False,True,True,False,False,True
1,2,0.4470972606182458,0.42286368807669106,0,1,0.0,False,False,True,False,True,True,False
1,3,0.38426740387031916,0.491789087380451,0,0,0.20000000000000004,False,False,True,False,True,False,True
1,1,0.19577783362653933,0.6532989635355536,0,0,0.1,False,False,False,False,True,False,False
1,3,0.34656948982156316,0.5108890946860756,0,0,0.20000000000000004,False,True,False,False,True,False,True
0,1,0.5664739884393064,0.5422905113083996,1,1,0.0,True,False,True,True,False,False,False
0,1,0.4722292033174164,0.8075657891202526,1,0,0.1,True,False,True,True,False,False,False
0,3,0.19577783362653933,0.4717958613762316,1,0,0.20000000000000004,True,False,True,True,False,False,True
1,1,0.34656948982156316,0.7855702199804014,0,0,0.1,False,False,True,False,True,False,False
0,3,0.34656948982156316,0.3502016019446998,1,1,0.0,True,False,True,True,False,False,True
0,1,0.35913546117114853,0.675158433212671,1,0,0.1,True,False,True,True,False,False,False
1,1,0.5099271173661725,0.786578536659575,0,1,0.0,False,False,False,False,True,False,False
1,3,0.5601910027645137,0.3529552840548492,1,1,0.0,True,False,True,True,False,False,True
0,1,0.5601910027645137,0.5764076106287911,1,1,0.0,True,False,True,True,False,False,False
1,2,0.01985423473234481,0.5281013477114938,0,0,0.20000000000000004,True,False,True,False,False,True,False
1,1,0.2963056044232219,0.8934502391534316,0,0,0.5000000000000001,False,False,True,False,True,False,False
0,2,0.34656948982156316,0.42286368807669106,1,1,0.0,True,False,True,True,False,True,False
0,2,0.3088715757728072,0.42286368807669106,1,1,0.0,True,False,True,True,False,True,False
0,2,0.4470972606182458,0.42286368807669106,1,1,0.0,True,False,True,True,False,True,False
1,2,0.2963056044232219,0.42286368807669106,0,1,0.0,False,False,True,False,True,True,False
1,2,0.49736114601658704,0.42286368807669106,0,1,0.0,False,False,True,False,True,True,False
1,3,0.34656948982156316,0.45491364524217526,0,0,0.1,False,False,True,False,True,False,True
1,3,0.032420206081930136,0.4530285310977594,0,0,0.20000000000000004,True,False,True,False,False,False,True
0,3,0.5224930887157577,0.36344855811683735,1,1,0.0,True,False,True,True,False,False,True
0,3,0.2837396330736366,0.37251505985030076,1,1,0.0,True,False,True,True,False,False,True
0,1,0.34656948982156316,0.5741974672559074,1,1,0.0,True,False,True,True,False,False,False
0,3,0.18321186227695402,0.3377209927336551,0,0,0.20000000000000004,True,False,False,False,False,False,True
0,3,0.3088715757728072,0.4701002597957256,1,0,0.1,True,False,True,True,False,False,True
0,3,0.34656948982156316,0.33763919258513786,1,1,0.0,True,False,False,True,False,False,True
0,3,0.34656948982156316,0.3767675685322775,1,1,0.0,True,False,True,True,False,False,True
1,1,0.2711736617240512,0.6449935901916027,0,0,0.1,False,False,True,False,True,False,False
0,2,0.4722292033174164,0.42286368807669106,0,1,0.0,False,False,True,False,True,True,False
1,3,0.34656948982156316,0.34990232023989454,0,1,0.0,False,True,False,False,True,False,True
1,3,0.34656948982156316,0.34990232023989454,0,1,0.0,False,True,False,False,True,False,True
0,3,0.49736114601658704,0.5389979395502239,1,0,0.5000000000000001,True,False,True,True,False,False,True
0,2,0.35913546117114853,0.5380012918108712,1,0,0.1,True,False,False,True,False,True,False
0,3,0.5601910027645137,0.4386984565615303,0,0,0.1,False,False,False,False,True,False,True
0,3,0.4345312892686604,0.33419319194156843,1,1,0.0,True,False,True,True,False,False,True
0,3,0.34656948982156316,0.44919043492360855,1,0,0.1,True,True,False,True,False,False,True
0,3,0.37170143252073384,0.33812548386615277,1,1,0.0,True,False,True,True,False,False,True
1,1,0.7486805730082936,0.6944519802337323,0,0,0.1,False,False,False,False,True,False,False
1,3,0.34656948982156316,0.3377209927336551,0,1,0.0,False,False,False,False,True,False,True
1,3,0.34656948982156316,0.34755366512192026,0,1,0.0,False,True,False,False,True,False,True
1,1,0.2963056044232219,0.6814337631908569,0,1,0.0,False,False,False,False,True,False,False
1,1,0.3088715757728072,0.6462524686274448,1,0,0.1,True,False,False,True,False,False,False
0,3,0.22090977632571,0.32276390619844325,1,0,0.1,True,False,True,True,False,False,True
0,3,0.2334757476752953,0.3529552840548492,1,1,0.0,True,False,True,True,False,False,True
0,1,0.2711736617240512,0.787913124843811,1,1,0.0,True,False,False,True,False,False,False
0,3,0.032420206081930136,0.495831873839879,0,0,0.4,False,False,True,False,False,False,True
1,1,0.34656948982156316,0.7083728358165282,0,0,0.1,False,False,False,False,True,False,False
1,3,0.2711736617240512,0.33812548386615277,0,1,0.0,False,False,True,False,True,False,True
0,1,0.33400351847197784,0.8586785697903752,1,0,0.20000000000000004,True,False,False,True,False,False,False
0,3,0.24604171902488062,0.25828491245817975,1,1,0.0,True,False,False,True,False,False,True
0,3,0.2334757476752953,0.34801082050793586,1,1,0.0,True,False,True,True,False,False,True
1,1,0.5224930887157577,0.8703280791561688,0,1,0.0,False,False,False,False,True,False,False
1,3,0.007288263382759488,0.4515205782884459,0,0,0.20000000000000004,False,False,False,False,False,False,True
0,3,0.39683337521990447,0.35072669661240763,1,1,0.0,True,False,True,True,False,False,True
1,1,0.4345312892686604,0.6361712049470615,0,0,0.1,False,False,True,False,True,False,False
0,3,0.34656948982156316,0.3502016019446998,1,1,0.0,True,False,True,True,False,False,True
0,2,0.22090977632571,0.6907316473431996,1,1,0.0,True,False,True,True,False,True,False
0,3,0.007288263382759488,0.6199594201430055,0,0,0.7000000000000001,True,False,True,False,False,False,True
1,2,0.4470972606182458,0.42286368807669106,0,1,0.0,False,False,True,False,True,True,False
0,3,0.34656948982156316,0.34717231529600073,1,1,0.0,True,True,False,True,False,False,True
1,2,0.20834380497612465,0.4109891561864058,0,1,0.0,False,False,False,False,True,True,False
1,1,0.4470972606182458,0.7684432068211329,1,0,0.30000000000000004,True,False,True,True,False,False,False
1,3,0.2586076903744659,0.348390182281133,1,1,0.0,True,False,True,True,False,False,True
0,3,0.34656948982156316,0.35072669661240763,1,0,0.20000000000000004,True,False,True,True,False,False,True
1,1,0.2837396330736366,0.7592806561689714,0,0,0.1,False,False,False,False,True,False,False
1,3,0.2963056044232219,0.46043946366130095,0,0,0.20000000000000004,False,False,True,False,True,False,True
0,3,0.2711736617240512,0.348390182281133,1,1,0.0,True,False,True,True,False,False,True
0,3,0.38426740387031916,0.3494505372759428,0,1,0.0,False,False,True,False,True,False,True
0,2,0.5727569741140991,0.5281013477114938,1,1,0.0,True,False,True,True,False,True,False
0,2,0.2837396330736366,0.39134423619738523,1,1,0.0,True,False,True,True,False,True,False
1,2,0.34656948982156316,0.4188069434436312,0,1,0.0,False,False,True,False,True,True,False
1,3,0.4847951746670017,0.35072669661240763,1,1,0.0,True,False,True,True,False,False,True
0,3,0.32143754712239253,0.3529552840548492,1,1,0.0,True,False,True,True,False,False,True
0,3,0.2586076903744659,0.38165194930393287,0,0,0.1,False,False,True,False,True,False,True
0,3,0.34656948982156316,0.45255376673825426,1,0,0.1,True,False,True,True,False,False,True
0,3,0.24604171902488062,0.36344855811683735,0,1,0.0,False,False,True,False,True,False,True
0,2,0.4219653179190751,0.4952865544680222,1,0,0.1,True,False,True,True,False,True,False
0,3,0.6355868308620256,0.34755366512192026,1,1,0.0,True,False,True,True,False,False,True
1,2,0.032420206081930136,0.47799919815831027,0,0,0.20000000000000004,True,False,True,False,False,True,False
0,3,0.2586076903744659,0.34801082050793586,1,1,0.0,True,False,True,True,False,False,True
0,3,0.34656948982156316,0.5249047780663141,0,0,0.4,False,False,True,False,True,False,True
0,3,0.34656948982156316,0.3502016019446998,1,1,0.0,True,False,True,True,False,False,True
0,3,0.34656948982156316,0.3303312928008554,1,1,0.0,True,True,False,True,False,False,True
1,1,0.4093993465694898,0.7227878932056411,0,0,0.1,False,True,False,False,True,False,False
0,2,0.34656948982156316,0.0,1,1,0.0,True,False,True,True,False,True,False
1,3,0.5476250314149284,0.35072669661240763,1,1,0.0,True,False,True,True,False,False,True
0,3,0.34656948982156316,0.3529552840548492,0,1,0.0,False,False,True,False,True,False,True
1,2,0.4219653179190751,0.5626649479908982,0,0,0.20000000000000004,False,False,True,False,True,True,False
1,2,0.22090977632571,0.42286368807669106,0,0,0.20000000000000004,False,False,True,False,True,True,False
0,2,0.37170143252073384,0.42286368807669106,1,1,0.0,True,False,True,True,False,True,False
0,3,0.12038200552902739,0.5167281848535599,0,0,0.20000000000000004,False,False,True,False,False,False,True
0,3,0.34656948982156316,0.3502016019446998,1,1,0.0,True,False,False,True,False,False,True
0,3,0.2586076903744659,0.34724755706710003,1,1,0.0,True,True,False,True,False,False,True
0,3,0.35913546117114853,0.3498265096711498,1,1,0.0,True,False,True,True,False,False,True
0,3,0.34656948982156316,0.43813551021220537,0,0,0.20000000000000004,False,False,True,False,True,False,True
0,3,0.22090977632571,0.4894457748636945,1,0,0.20000000000000004,True,False,True,True,False,False,True
0,3,0.34656948982156316,0.33812548386615277,1,1,0.0,True,False,True,True,False,False,True
1,2,0.34656948982156316,0.5281013477114938,0,0,0.1,False,False,True,False,True,True,False
1,2,0.2334757476752953,0.5281013477114938,0,1,0.0,False,False,True,False,True,True,False
0,3,0.34656948982156316,0.34755366512192026,1,1,0.0,True,True,False,True,False,False,True
1,3,0.39683337521990447,0.3529552840548492,1,1,0.0,True,False,True,True,False,False,True
1,1,0.34656948982156316,0.5313325505056177,1,1,0.0,True,False,True,True,False,False,False
1,3,0.34656948982156316,0.45491364524217526,0,0,0.1,False,False,True,False,True,False,True
1,2,0.5224930887157577,0.5281013477114938,0,0,0.1,False,False,True,False,True,True,False
0,3,0.20834380497612465,0.3356791332316349,1,1,0.0,True,False,True,True,False,False,True
0,1,0.6230208595124404,0.6475482867996226,1,0,0.1,True,False,True,True,False,False,False
1,1,0.17064589092736868,0.7684432068211329,0,0,0.30000000000000004,False,False,True,False,False,False,False
0,3,0.2586076903744659,0.5713912159474593,0,0,0.4,False,False,True,False,True,False,True
1,2,0.2963056044232219,0.47799919815831027,0,0,0.5000000000000001,False,False,True,False,True,True,False
0,1,0.7989444584066349,0.8934502391534316,1,0,0.5000000000000001,True,False,True,True,False,False,False
0,2,0.38426740387031916,0.39134423619738523,1,1,0.0,True,False,True,True,False,True,False
1,2,0.5601910027645137,0.5295781586642772,0,0,0.20000000000000004,False,False,True,False,True,True,False
0,3,0.24604171902488062,0.3767675685322775,1,1,0.0,True,False,True,True,False,False,True
0,3,0.3088715757728072,0.34801082050793586,1,0,0.1,True,False,True,True,False,False,True
1,2,0.34656948982156316,0.42286368807669106,0,1,0.0,False,False,True,False,True,True,False
1,3,0.34656948982156316,0.354058060975568,1,1,0.0,True,False,True,True,False,False,True
1,1,0.04498617743151546,0.7077696544942279,0,0,0.20000000000000004,True,False,True,False,False,False,False
1,2,0.15807991957778336,0.48397130012322576,0,0,0.1,False,False,True,False,False,True,False
1,1,0.4219653179190751,0.5313325505056177,1,1,0.0,True,False,True,True,False,False,False
1,3,0.05755214878110078,0.4820708903996448,0,0,0.30000000000000004,False,False,False,False,False,False,True
1,1,0.648152802211611,0.5528013511027754,1,1,0.0,True,False,True,True,False,False,False
0,2,0.4470972606182458,0.5381641153575258,1,0,0.30000000000000004,True,False,True,True,False,True,False
0,3,0.34656948982156316,0.4875782343987794,1,0,0.1,True,False,True,True,False,False,True
0,1,0.37170143252073384,0.5381641153575258,1,1,0.0,True,False,False,True,False,False,False
1,1,0.610454888162855,0.7212027531446069,1,0,0.1,True,False,False,True,False,False,False
0,3,0.34656948982156316,0.3529552840548492,1,1,0.0,True,False,True,True,False,False,True
1,3,0.35913546117114853,0.3502016019446998,1,1,0.0,True,False,False,True,False,False,True
0,1,0.8115104297562202,0.5313325505056177,1,1,0.0,True,False,True,True,False,False,False
1,1,0.34656948982156316,0.635754966338881,0,0,0.1,False,False,True,False,True,False,False
1,2,0.6230208595124404,0.39134423619738523,0,1,0.0,False,False,True,False,True,True,False
0,3,0.34656948982156316,0.34755366512192026,1,1,0.0,True,True,False,True,False,False,True
1,1,0.5978889168132697,0.5313325505056177,1,1,0.0,True,False,True,True,False,False,False
0,3,0.4219653179190751,0.3529552840548492,1,1,0.0,True,False,True,True,False,False,True
0,1,0.5853229454636844,0.589064149215766,1,1,0.0,True,False,True,True,False,False,False
0,2,0.5978889168132697,0.42286368807669106,1,1,0.0,True,False,True,True,False,True,False
0,3,0.34656948982156316,0.3529552840548492,1,1,0.0,True,False,True,True,False,False,True
0,3,0.4722292033174164,0.33419319194156843,1,1,0.0,True,False,True,True,False,False,True
0,2,0.34656948982156316,0.0,1,1,0.0,True,False,True,True,False,True,False
0,1,0.6984166876099522,0.5313325505056177,1,1,0.0,True,False,True,True,False,False,False
0,3,0.34656948982156316,0.3470952017072669,1,1,0.0,True,True,False,True,False,False,True
1,3,0.0041467705453631576,0.4820708903996448,0,0,0.30000000000000004,False,False,False,False,False,False,True
0,3,0.34656948982156316,0.33812548386615277,1,1,0.0,True,False,True,True,False,False,True
0,3,0.4722292033174164,0.36344855811683735,1,1,0.0,True,False,True,True,False,False,True
1,2,0.4093993465694898,0.5381641153575258,0,0,0.30000000000000004,False,False,True,False,True,True,False
1,2,0.2837396330736366,0.43167791840596337,0,1,0.0,False,False,False,False,True,True,False
0,3,0.2711736617240512,0.3818368689483545,0,1,0.0,False,False,True,False,True,False,True
0,1,0.34656948982156316,0.6361712049470615,1,1,0.0,True,False,True,True,False,False,False
0,2,0.4219653179190751,0.4952865544680222,1,0,0.1,True,False,True,True,False,True,False
0,3,0.35913546117114853,0.33410957037538047,1,0,0.1,True,False,True,True,False,False,True
0,3,0.2711736617240512,0.3433005296109263,1,1,0.0,True,False,True,True,False,False,True
1,3,0.01985423473234481,0.4144941515201205,0,0,0.1,False,False,True,False,False,False,True
0,3,0.10781603417944208,0.6199594201430055,0,0,0.7000000000000001,True,False,True,False,False,False,True
0,2,0.34656948982156316,0.0,1,1,0.0,True,False,True,True,False,True,False
0,3,0.6230208595124404,0.3529552840548492,1,1,0.0,True,False,True,True,False,False,True
1,3,0.7863784870570495,0.37809730939294867,0,1,0.0,False,False,True,False,True,False,True
1,1,0.3088715757728072,0.7246769696172585,1,0,0.1,True,False,False,True,False,False,False
0,3,0.34656948982156316,0.5249047780663141,0,0,0.4,False,False,True,False,True,False,True
1,1,0.4345312892686604,0.7227878932056411,0,0,0.1,False,False,True,False,True,False,False
0,1,0.723548630309123,0.5486793783580444,1,1,0.0,True,False,False,True,False,False,False
0,3,0.37170143252073384,0.3529552840548492,1,1,0.0,True,False,True,True,False,False,True
1,3,0.10781603417944208,0.4530285310977594,0,0,0.20000000000000004,True,False,True,False,False,False,True
0,3,0.34656948982156316,0.4875782343987794,1,0,0.1,True,False,True,True,False,False,True
0,3,0.2586076903744659,0.33812548386615277,1,1,0.0,True,False,True,True,False,False,True
0,1,0.685850716260367,0.5528013511027754,1,1,0.0,True,False,True,True,False,False,False
0,1,0.8869062578537321,0.6284423071472074,1,1,0.0,True,False,False,True,False,False,False
0,3,0.2586076903744659,0.3529552840548492,1,1,0.0,True,False,True,True,False,False,True
0,3,0.34656948982156316,0.43874096070747076,1,1,0.0,True,False,False,True,False,False,True
1,1,0.6732847449107816,0.7006691272358188,0,0,0.1,False,False,False,False,True,False,False
0,3,0.34656948982156316,0.44525814299902416,1,1,0.0,True,False,True,True,False,False,True
0,1,0.3088715757728072,0.8055694580427181,0,0,0.30000000000000004,False,False,True,False,True,False,False
0,3,0.2963056044232219,0.348390182281133,1,1,0.0,True,False,True,True,False,False,True
0,3,0.20834380497612465,0.36344855811683735,1,1,0.0,True,False,True,True,False,False,True
0,3,0.2586076903744659,0.34755366512192026,0,1,0.0,False,True,False,False,True,False,True
0,3,0.34656948982156316,0.34532612409470087,0,1,0.0,False,True,False,False,True,False,True
0,3,0.4596632319678311,0.37809730939294867,0,1,0.0,False,False,True,False,True,False,True
1,1,0.19577783362653933,0.7165034463969725,0,1,0.0,False,False,True,False,True,False,False
0,1,0.22090977632571,0.7530256522025331,1,0,0.1,True,False,False,True,False,False,False
1,2,0.4093993465694898,0.5281013477114938,0,0,0.20000000000000004,False,False,True,False,True,True,False
1,1,0.34656948982156316,0.5313325505056177,1,1,0.0,True,False,True,True,False,False,False
0,3,0.34656948982156316,0.5060255577752875,1,1,0.0,True,False,True,True,False,False,True
1,3,0.32143754712239253,0.6492173620225161,1,1,0.0,True,False,True,True,False,False,True
1,3,0.35913546117114853,0.34755366512192026,1,1,0.0,True,True,False,True,False,False,True
0,3,0.34656948982156316,0.3529552840548492,1,1,0.0,True,False,True,True,False,False,True
1,1,0.4470972606182458,0.5297985110081134,1,1,0.0,True,False,True,True,False,False,False
1,1,0.6732847449107816,0.6571131889470551,0,0,0.1,False,False,False,False,True,False,False
0,3,0.2963056044232219,0.34282971590727757,1,1,0.0,True,False,True,True,False,False,True
0,1,0.5853229454636844,0.5697787630490322,1,1,0.0,True,False,True,True,False,False,False
1,2,0.4219653179190751,0.39134423619738523,0,1,0.0,False,False,True,False,True,True,False
0,3,0.34656948982156316,0.5167281848535599,1,1,0.0,True,True,False,True,False,False,True
1,2,0.4470972606182458,0.5281013477114938,0,0,0.1,False,False,True,False,True,True,False
0,3,0.39683337521990447,0.3502016019446998,1,1,0.0,True,False,True,True,False,False,True
1,1,0.37170143252073384,0.7288351336732733,0,1,0.0,False,False,True,False,True,False,False
0,3,0.2711736617240512,0.3502016019446998,1,1,0.0,True,False,True,True,False,False,True
0,3,0.34656948982156316,0.33763919258513786,1,1,0.0,True,False,False,True,False,False,True
1,1,0.5476250314149284,0.6532989635355536,0,0,0.1,False,False,False,False,True,False,False
0,3,0.34656948982156316,0.3377209927336551,1,1,0.0,True,False,False,True,False,False,True
0,3,0.5036441316913798,0.34755366512192026,1,1,0.0,True,True,False,True,False,False,True
1,2,0.6230208595124404,0.39134423619738523,0,1,0.0,False,False,True,False,True,True,False
0,1,0.34656948982156316,0.8662478349118685,1,1,0.0,True,False,True,True,False,False,False
0,3,0.4847951746670017,0.35072669661240763,1,1,0.0,True,False,True,True,False,False,True
0,2,0.2837396330736366,0.40470470937773706,1,0,0.30000000000000004,True,False,True,True,False,True,False
1,2,0.01985423473234481,0.5281013477114938,0,0,0.20000000000000004,False,False,True,False,False,True,False
0,3,0.34656948982156316,0.3377209927336551,1,1,0.0,True,False,False,True,False,False,True
0,3,0.20834380497612465,0.3377209927336551,1,0,0.20000000000000004,True,False,False,True,False,False,True
1,3,0.34656948982156316,0.5048860932177652,0,0,0.20000000000000004,False,False,False,False,True,False,True
0,3,0.37170143252073384,0.36344855811683735,0,1,0.0,False,False,True,False,True,False,True
1,2,0.08268409148027142,0.5295781586642772,0,0,0.20000000000000004,False,False,True,False,False,True,False
0,1,0.5601910027645137,0.5313325505056177,1,1,0.0,True,False,True,True,False,False,False
1,1,0.37170143252073384,0.74937587918781,0,1,0.0,False,False,False,False,True,False,False
0,3,0.34656948982156316,0.43917261968469046,1,1,0.0,True,False,True,True,False,False,True
1,1,0.2711736617240512,0.6284289814045624,0,0,0.20000000000000004,False,False,False,False,True,False,False
1,1,0.4470972606182458,0.6852624183133631,0,0,0.20000000000000004,False,False,True,False,True,False,False
0,3,0.10781603417944208,0.556695873257052,0,0,0.6000000000000001,False,False,True,False,False,False,True
0,3,0.1329479768786127,0.556695873257052,0,0,0.6000000000000001,False,False,True,False,False,False,True
1,2,0.39683337521990447,0.5281013477114938,1,0,0.1,True,False,True,True,False,True,False
0,1,0.6230208595124404,0.74937587918781,1,0,0.1,True,False,False,True,False,False,False
0,1,0.7989444584066349,0.5281013477114938,1,1,0.0,True,False,True,True,False,False,False
1,2,0.2334757476752953,0.5281013477114938,0,0,0.1,False,False,True,False,True,True,False
1,2,0.34656948982156316,0.4324430381951561,1,1,0.0,True,False,False,True,False,True,False
0,3,0.4093993465694898,0.491789087380451,1,0,0.20000000000000004,True,False,True,True,False,False,True
1,2,0.09525006282985675,0.5818031659922842,0,0,0.20000000000000004,True,False,True,False,False,True,False
1,1,0.20834380497612465,0.7558914972956429,1,0,0.20000000000000004,True,False,False,True,False,False,False
0,2,0.33400351847197784,0.5281013477114938,1,1,0.0,True,False,True,True,False,True,False
0,3,0.34656948982156316,0.34899747688919597,1,1,0.0,True,True,False,True,False,False,True
1,3,0.2711736617240512,0.33763919258513786,1,1,0.0,True,False,False,True,False,False,True
1,3,0.2711736617240512,0.34801082050793586,0,1,0.0,False,False,True,False,True,False,True
0,1,0.7738125157074642,0.5313325505056177,1,1,0.0,True,False,True,True,False,False,False
1,1,0.5978889168132697,0.593465328263533,0,0,0.1,False,False,False,False,True,False,False
0,1,0.34656948982156316,0.8703280791561688,1,1,0.0,True,False,False,True,False,False,False
1,1,0.4847951746670017,0.7034412659259898,0,0,0.20000000000000004,False,False,True,False,True,False,False
1,3,0.4470972606182458,0.46665425915215614,0,0,0.1,False,False,True,False,True,False,True
0,3,0.34656948982156316,0.34755366512192026,1,1,0.0,True,True,False,True,False,False,True
0,3,0.49736114601658704,0.3502016019446998,1,1,0.0,True,False,True,True,False,False,True
0,2,0.34656948982156316,0.42848647040443827,1,1,0.0,True,False,True,True,False,True,False
0,3,0.34656948982156316,0.3529552840548492,1,1,0.0,True,False,True,True,False,False,True
0,3,0.34656948982156316,0.3529552840548492,0,1,0.0,False,False,True,False,True,False,True
0,3,0.2963056044232219,0.5167281848535599,1,0,0.20000000000000004,True,False,True,True,False,False,True
0,3,0.2334757476752953,0.3502016019446998,1,1,0.0,True,False,True,True,False,False,True
0,3,0.35913546117114853,0.495831873839879,0,0,0.4,False,False,True,False,True,False,True
0,3,0.34656948982156316,0.3377209927336551,1,1,0.0,True,False,False,True,False,False,True
1,3,0.39683337521990447,0.3494505372759428,1,1,0.0,True,False,True,True,False,False,True
1,2,0.7738125157074642,0.39134423619738523,1,1,0.0,True,False,True,True,False,True,False
1,1,0.6607187735611963,0.6345889034401546,0,0,0.20000000000000004,False,False,True,False,True,False,False
1,1,0.4470972606182458,0.530384640071773,1,1,0.0,True,False,True,True,False,False,False
1,3,0.34656948982156316,0.34755366512192026,0,1,0.0,False,True,False,False,True,False,True
0,3,0.19577783362653933,0.3529552840548492,1,1,0.0,True,False,True,True,False,False,True
0,3,0.2334757476752953,0.43917261968469046,1,1,0.0,True,False,True,True,False,False,True
1,2,0.4219653179190751,0.42286368807669106,0,1,0.0,False,False,True,False,True,True,False
1,1,0.4847951746670017,0.6475482867996226,0,0,0.1,False,False,True,False,True,False,False
0,3,0.34656948982156316,0.43874096070747076,0,0,0.1,False,False,False,False,True,False,True
1,3,0.39683337521990447,0.35072669661240763,1,1,0.0,True,False,True,True,False,False,True
1,2,0.3088715757728072,0.5502375707421462,0,0,0.20000000000000004,False,False,True,False,True,True,False
1,1,0.4847951746670017,0.7558914972956429,0,0,0.20000000000000004,False,False,False,False,True,False,False
0,2,0.6732847449107816,0.5281013477114938,1,1,0.0,True,False,True,True,False,True,False
0,1,0.4470972606182458,0.5955240228027343,1,1,0.0,True,False,False,True,False,False,False
0,3,0.34656948982156316,0.3642755682319913,1,1,0.0,True,False,False,True,False,False,True
1,1,0.22090977632571,0.7034412659259898,0,0,0.20000000000000004,False,False,True,False,True,False,False
0,2,0.5853229454636844,0.44425980422982303,1,1,0.0,True,False,True,True,False,True,False
1,1,0.7486805730082936,0.7025447166880028,1,0,0.20000000000000004,True,False,False,True,False,False,False
0,3,0.2711736617240512,0.3529552840548492,1,1,0.0,True,False,True,True,False,False,True
0,3,0.34656948982156316,0.3529552840548492,1,1,0.0,True,False,True,True,False,False,True
0,3,0.4345312892686604,0.3356791332316349,1,1,0.0,True,False,True,True,False,False,True
1,1,0.648152802211611,0.7006691272358188,0,0,0.1,False,False,False,False,True,False,False
0,3,0.5853229454636844,0.33812548386615277,1,1,0.0,True,False,True,True,False,False,True
0,3,0.34656948982156316,0.34755366512192026,0,0,0.20000000000000004,False,True,False,False,True,False,True
0,2,0.4596632319678311,0.5281013477114938,1,0,0.1,True,False,True,True,False,True,False
0,3,0.4470972606182458,0.5167281848535599,1,0,0.20000000000000004,True,False,True,True,False,False,True
1,2,0.34656948982156316,0.5650388114700938,0,1,0.0,False,False,True,False,True,True,False
0,3,0.610454888162855,0.0,1,1,0.0,True,False,True,True,False,False,True
0,3,0.34656948982156316,0.33763919258513786,1,1,0.0,True,False,False,True,False,False,True
1,1,0.610454888162855,0.650420658454538,1,0,0.1,True,False,False,True,False,False,False
1,2,0.2963056044232219,0.5339286391341469,0,0,0.30000000000000004,False,False,True,False,True,True,False
0,3,0.34656948982156316,0.3502016019446998,1,1,0.0,True,False,True,True,False,False,True
0,1,0.34656948982156316,0.6041514775437852,1,1,0.0,True,False,True,True,False,False,False
0,3,0.5476250314149284,0.3529552840548492,1,1,0.0,True,False,True,True,False,False,True
1,1,0.4345312892686604,0.5313325505056177,1,1,0.0,True,False,False,True,False,False,False
0,3,0.4470972606182458,0.44967525482179704,1,0,0.1,True,False,True,True,False,False,True
0,3,0.37170143252073384,0.3502016019446998,1,1,0.0,True,False,True,True,False,False,True
1,1,0.33400351847197784,0.5528013511027754,1,1,0.0,True,False,True,True,False,False,False
1,2,0.2711736617240512,0.6010920603306374,0,0,0.30000000000000004,False,False,False,False,True,True,False
1,1,0.49736114601658704,0.8075657891202526,0,1,0.0,False,False,True,False,True,False,False
0,3,0.4847951746670017,0.556695873257052,0,0,0.6000000000000001,False,False,True,False,True,False,True
0,3,0.34656948982156316,0.33419319194156843,1,1,0.0,True,False,True,True,False,False,True
1,3,0.34656948982156316,0.44919043492360855,0,0,0.1,False,True,False,False,True,False,True
0,3,0.34656948982156316,0.34755366512192026,1,1,0.0,True,True,False,True,False,False,True
0,3,0.4345312892686604,0.3529552840548492,1,1,0.0,True,False,True,True,False,False,True
1,2,0.2963056044232219,0.67132033703852,0,0,0.30000000000000004,False,False,True,False,True,True,False
0,3,0.4219653179190751,0.43813551021220537,1,0,0.20000000000000004,True,False,True,True,False,False,True
0,3,0.32143754712239253,0.45491364524217526,0,0,0.1,False,False,True,False,True,False,True
1,2,0.04498617743151546,0.5910796833899638,0,0,0.30000000000000004,False,False,True,False,False,True,False
