survived,pclass,age,fare,adult_male,alone,fare_zscore,familySize,sex_male,embark_town_Queenstown,embark_town_Southampton,who_man,who_woman,class_Second,class_Third
0,3,-0.027787557825836286,-0.8160407306065735,1,1,-0.8155826667306794,-0.5609748304808925,True,False,True,True,False,False,True
0,2,2.277707741812899,-0.2974659859684509,1,1,-0.29729901094212074,-0.5609748304808925,True,False,True,True,False,True,False
1,3,-1.8721837975368247,0.5322916934007402,0,0,0.5319929048880593,3.159833412386169,False,False,True,False,False,False,True
0,2,-0.41203677443229225,-0.5368057694182641,1,1,-0.5365044470428978,-0.5609748304808925,True,False,True,True,False,True,False
0,3,-0.10463740114712775,-0.8428609376877138,0,1,-0.8423878189652327,-0.5609748304808925,False,False,True,False,True,False,True
0,2,1.1249600919935312,0.3444394801955363,1,0,0.34424613778333585,0.059159876663617675,True,False,True,True,False,True,False
1,2,-1.641634267572951,0.3539558601651713,0,0,0.35375717597316736,0.679294583808128,False,False,True,False,False,True,False
0,2,-0.7962859910387481,-0.5368057694182641,1,1,-0.5365044470428978,-0.5609748304808925,True,False,True,True,False,True,False
0,2,0.27961181545932823,-0.38860247399164577,1,1,-0.38838434179708453,-0.5609748304808925,True,False,True,True,False,True,False
0,3,-0.10463740114712775,-0.23166125968823245,0,0,-0.23153122248478483,0.059159876663617675,False,False,False,False,True,False,True
1,3,-0.10463740114712775,-0.16405229962564444,0,0,-0.16396021300619354,0.059159876663617675,False,True,False,False,True,False,True
0,2,-0.027787557825836286,-0.5368057694182641,1,1,-0.5365044470428978,-0.5609748304808925,True,False,True,True,False,True,False
0,3,-0.5657364610748749,-0.89550453846012,1,1,-0.895001869580513,-0.5609748304808925,True,False,True,True,False,False,True
0,3,0.04906228549545484,-0.8828741679067219,1,1,-0.8823785887669681,-0.5609748304808925,True,False,False,True,False,False,True
0,1,1.1249600919935312,1.5989745568795646,1,0,1.5980770128532569,0.679294583808128,True,True,False,True,False,False,False
0,3,-0.3351869311110011,-0.8160407306065735,0,1,-0.8155826667306794,-0.5609748304808925,False,False,True,False,True,False,True
1,2,-0.41203677443229225,-0.22860581346535838,0,0,-0.22847749135956097,0.679294583808128,False,False,True,False,True,True,False
1,1,0.5870111887444931,1.0515683442816501,1,0,1.0509780729220444,0.679294583808128,True,False,True,True,False,False,False
0,2,1.8934585252064433,0.3444394801955363,1,0,0.34424613778333585,0.059159876663617675,True,False,True,True,False,True,False
0,3,-0.10463740114712775,-0.8797405693934279,1,1,-0.8792467492201408,-0.5609748304808925,True,False,True,True,False,False,True
0,3,-0.027787557825836286,-0.5401781836878246,0,0,-0.5398749682927922,0.679294583808128,False,False,True,False,True,False,True
0,1,2.508257271776773,0.36526093570402574,1,1,0.3650559056930892,-0.5609748304808925,True,False,True,True,False,False,False
0,3,0.04906228549545484,-0.12717266791993034,1,0,-0.12710128275128557,0.059159876663617675,True,False,True,True,False,False,True
0,3,0.8944105620296582,0.09534793704965036,0,0,0.09529441589076065,0.679294583808128,False,False,True,False,True,False,True
1,3,-0.027787557825836286,-0.18008316987206635,0,0,-0.17998208472805216,0.679294583808128,False,False,False,False,True,False,True
1,1,-0.10463740114712775,1.4685301291949246,0,1,1.4677058068570603,-0.5609748304808925,False,False,False,False,True,False,False
1,1,0.04906228549545484,1.558478389365684,0,1,1.5576035768413148,-0.5609748304808925,False,False,True,False,True,False,False
1,1,0.4333115021019105,3.3852937438182265,0,1,3.3833934945841233,-0.5609748304808925,False,False,False,False,True,False,False
1,2,1.5860591519212788,0.3444394801955363,0,0,0.34424613778333585,0.059159876663617675,False,False,True,False,True,True,False
0,3,-0.10463740114712775,-0.8189865811572414,1,1,-0.8185268637024631,-0.5609748304808925,True,True,False,True,False,False,True
1,3,-2.025883484179407,0.5322916934007402,0,0,0.5319929048880593,3.159833412386169,True,False,True,False,False,False,True
0,1,1.739758838563861,1.4743073772537167,1,0,1.4734798120034114,0.679294583808128,True,False,True,True,False,False,False
0,1,0.8175607187083664,-3.058577729168294,1,1,-3.0568608737261584,-0.5609748304808925,True,False,True,True,False,False,False
0,3,-0.10463740114712775,-0.8189865811572414,0,1,-0.8185268637024631,-0.5609748304808925,False,True,False,False,True,False,True
0,2,0.5101613454232019,-0.5368057694182641,1,1,-0.5365044470428978,-0.5609748304808925,True,False,True,True,False,True,False
0,3,-1.0268355210026217,0.767859433810712,1,0,0.7674284152901885,2.539698705241659,True,False,True,True,False,False,True
1,3,-0.3351869311110011,-0.8160407306065735,1,0,-0.8155826667306794,0.059159876663617675,True,False,True,True,False,False,True
1,1,2.2008578984916083,2.14527242190355,0,0,2.144068227353488,0.059159876663617675,False,False,True,False,True,False,False
1,1,0.4333115021019105,2.018633179204407,0,1,2.0175000703981993,-0.5609748304808925,False,False,True,False,True,False,False
0,1,-0.10463740114712775,0.5198636196706231,1,1,0.519571807343577,-0.5609748304808925,True,False,True,True,False,False,False
1,3,-0.3351869311110011,-3.058577729168294,1,1,-3.0568608737261584,-0.5609748304808925,True,False,True,True,False,False,True
1,2,0.8944105620296582,0.0600711254399585,0,0,0.06003740602925224,0.059159876663617675,False,False,True,False,True,True,False
0,1,0.5870111887444931,0.4770416648490861,1,0,0.47677388954600625,0.059159876663617675,True,False,False,True,False,False,False
1,3,-0.10463740114712775,-0.8189865811572414,0,1,-0.8185268637024631,-0.5609748304808925,False,True,False,False,True,False,True
1,1,2.585107115098064,1.452419049919151,0,0,1.451603771129165,0.059159876663617675,False,False,True,False,True,False,False
0,3,1.2018099353148228,-0.8189865811572414,0,1,-0.8185268637024631,-0.5609748304808925,False,False,True,False,True,False,True
0,2,-0.10463740114712775,-3.058577729168294,1,1,-3.0568608737261584,-0.5609748304808925,True,False,True,True,False,True,False
0,3,-1.7184841108942424,0.4575195394387211,0,0,0.4572627223882084,2.539698705241659,True,True,False,False,False,False,True
1,3,0.4333115021019105,0.09717164064584446,0,0,0.09711709579695182,0.679294583808128,False,False,True,False,True,False,True
0,3,2.7388068017406466,-0.8189865811572414,1,1,-0.8185268637024631,-0.5609748304808925,True,True,False,True,False,False,True
0,3,-0.10463740114712775,-0.8067633807960333,1,1,-0.8063105245263931,-0.5609748304808925,True,False,True,True,False,False,True
0,3,-1.0268355210026217,-0.6307359423566569,1,1,-0.6303818946485152,-0.5609748304808925,True,False,True,True,False,False,True
1,3,-0.7962859910387481,-0.7841792430073967,1,1,-0.7837390637737198,-0.5609748304808925,True,False,True,True,False,False,True
0,1,-0.10463740114712775,0.3444394801955363,1,1,0.34424613778333585,-0.5609748304808925,True,False,True,True,False,False,False
0,3,0.27961181545932823,-0.716561933621122,1,1,-0.7161597096581235,-0.5609748304808925,True,False,False,True,False,False,True
1,3,0.04906228549545484,-0.6307359423566569,1,1,-0.6303818946485152,-0.5609748304808925,True,False,True,True,False,False,True
0,3,-0.5657364610748749,-0.8019236166026619,1,1,-0.8014734770125473,-0.5609748304808925,True,False,True,True,False,False,True
1,2,0.971260405350949,-0.3336984726090339,1,1,-0.33351115939045256,-0.5609748304808925,True,False,True,True,False,True,False
1,3,-0.5657364610748749,-0.8189865811572414,0,1,-0.8185268637024631,-0.5609748304808925,False,True,False,False,True,False,True
1,1,-0.25833708778971,1.4640142585641172,0,1,1.4631924710962987,-0.5609748304808925,False,False,True,False,True,False,False
1,1,-0.7962859910387481,1.6111475224786778,0,0,1.6102431454652473,0.059159876663617675,False,False,False,False,True,False,False
0,2,0.5101613454232019,-0.3429588030007621,1,1,-0.3427662917293481,-0.5609748304808925,True,False,False,True,False,True,False
0,3,-0.41203677443229225,-0.6967178907118834,0,1,-0.6963268057017185,-0.5609748304808925,False,False,True,False,True,False,True
0,3,-0.41203677443229225,-0.8019236166026619,1,1,-0.8014734770125473,-0.5609748304808925,True,False,True,True,False,False,True
0,1,-0.10463740114712775,0.4082334475616758,1,1,0.4080042960153794,-0.5609748304808925,True,False,False,True,False,False,False
0,3,-0.45046169609293796,-0.8823470582632057,1,1,-0.8818517750031517,-0.5609748304808925,True,False,False,True,False,False,True
0,1,-2.102733327500698,2.132408321022389,0,0,2.1312113474108023,1.299429290952638,False,False,True,False,False,False,False
1,1,-0.10463740114712775,0.5036031274312863,1,1,0.5033204425213161,-0.5609748304808925,True,False,True,True,False,False,False
1,1,1.5860591519212788,2.636313283908729,0,0,2.634833455959454,0.059159876663617675,False,False,False,False,True,False,False
1,3,-0.10463740114712775,-0.8189865811572414,0,1,-0.8185268637024631,-0.5609748304808925,False,True,False,False,True,False,True
1,3,-0.10463740114712775,0.2335259339392181,1,0,0.23339485004792454,0.679294583808128,True,True,False,True,False,False,True
0,3,-0.7962859910387481,-3.058577729168294,1,1,-3.0568608737261584,-0.5609748304808925,True,False,True,True,False,False,True
1,2,-0.10463740114712775,-0.38278544498532674,0,1,-0.38257057803323785,-0.5609748304808925,False,True,False,False,True,True,False
0,3,-0.10463740114712775,-0.7841792430073967,1,1,-0.7837390637737198,-0.5609748304808925,True,False,True,True,False,False,True
1,1,-2.1857311582876924,2.132408321022389,0,0,2.1312113474108023,1.299429290952638,True,False,True,False,False,False,False
1,1,-0.10463740114712775,1.8122899269281671,0,1,1.8112726437007045,-0.5609748304808925,False,False,False,False,True,False,False
1,1,-0.9499856776813305,1.793822789486679,0,0,1.7928158723209042,0.059159876663617675,False,False,False,False,True,False,False
0,2,0.04906228549545484,0.26497567234198965,1,0,0.2648269349335023,0.059159876663617675,True,False,False,True,False,True,False
1,1,0.04906228549545484,1.1326493972880127,0,1,1.132013613124929,-0.5609748304808925,False,False,False,False,True,False,False
1,1,-0.41203677443229225,1.5182728441543656,0,1,1.517420599998439,-0.5609748304808925,False,False,False,False,True,False,False
1,1,-0.8731358343600392,2.6962534687059607,0,0,2.6947399948462056,1.919563998097148,False,False,False,False,True,False,False
0,2,-0.25833708778971,0.3444394801955363,0,0,0.34424613778333585,0.679294583808128,False,False,True,False,True,True,False
0,3,-0.10463740114712775,-0.8019236166026619,1,1,-0.8014734770125473,-0.5609748304808925,True,False,True,True,False,False,True
0,2,1.0481102486722405,0.3539558601651713,1,0,0.35375717597316736,0.679294583808128,True,False,True,True,False,True,False
1,3,-0.25833708778971,-0.8067633807960333,0,1,-0.8063105245263931,-0.5609748304808925,False,False,True,False,True,False,True
1,2,-0.41203677443229225,0.3444394801955363,0,0,0.34424613778333585,0.059159876663617675,False,False,True,False,True,True,False
0,2,1.8934585252064433,-0.2624619586252088,1,1,-0.2623146322264966,-0.5609748304808925,True,False,True,True,False,True,False
1,1,0.12591212881674596,2.218822021910339,0,0,2.2175765421479263,0.679294583808128,False,False,True,False,True,False,False
1,1,0.8175607187083664,2.010033264475824,0,0,2.0089049830147783,0.679294583808128,False,False,False,False,True,False,False
0,3,-0.5657364610748749,-0.8797405693934279,1,1,-0.8792467492201408,-0.5609748304808925,True,False,True,True,False,False,True
0,3,-0.18148724446841888,-0.8019236166026619,1,1,-0.8014734770125473,-0.5609748304808925,True,False,True,True,False,False,True
1,2,0.04906228549545484,-0.38278544498532674,0,1,-0.38257057803323785,-0.5609748304808925,False,True,False,False,True,True,False
1,2,-0.5657364610748749,0.45322631114257494,0,0,0.45297190398745063,0.679294583808128,False,False,True,False,True,True,False
0,3,-0.10463740114712775,1.3361591794576348,1,0,1.3354091602127638,5.640372240964209,True,False,True,True,False,False,True
1,1,0.5101613454232019,2.018633179204407,0,1,2.0175000703981993,-0.5609748304808925,False,False,False,False,True,False,False
0,3,2.4314074284554814,-1.014935998918003,1,1,-1.0143662902012538,-0.5609748304808925,True,False,True,True,False,False,True
1,2,0.5101613454232019,-0.3336984726090339,0,1,-0.33351115939045256,-0.5609748304808925,False,False,True,False,True,True,False
1,3,0.12591212881674596,0.1104479417286699,0,0,0.11038594456311775,0.679294583808128,False,False,True,False,True,False,True
1,1,-1.0268355210026217,1.1511968252901215,0,0,1.15055062999627,0.059159876663617675,False,False,False,False,True,False,False
1,3,-0.10463740114712775,0.2335259339392181,0,0,0.23339485004792454,0.679294583808128,False,True,False,False,True,False,True
0,1,1.2402348569754684,0.4358726267231764,1,1,0.4356279606209774,-0.5609748304808925,True,False,True,True,False,False,False
0,1,0.6638610320657842,2.14527242190355,1,0,2.144068227353488,0.059159876663617675,True,False,True,True,False,False,False
0,3,-1.0268355210026217,-0.01838583697289199,1,0,-0.018375516547171258,0.679294583808128,True,False,True,True,False,False,True
1,1,-0.10463740114712775,2.003535801391161,0,0,2.0024111671170908,0.059159876663617675,False,False,True,False,True,False,False
0,3,-0.10463740114712775,-0.8019236166026619,1,1,-0.8014734770125473,-0.5609748304808925,True,False,True,True,False,False,True
0,1,-0.027787557825836286,1.292056438357112,1,0,1.291331175073271,0.059159876663617675,True,False,True,True,False,False,False
1,1,0.8944105620296582,2.010033264475824,0,1,2.0089049830147783,-0.5609748304808925,False,False,False,False,True,False,False
1,3,1.2018099353148228,-0.7841792430073967,1,1,-0.7837390637737198,-0.5609748304808925,True,False,True,True,False,False,True
0,1,1.2018099353148228,0.6557188297748952,1,1,0.6553507585532051,-0.5609748304808925,True,False,True,True,False,False,False
1,2,-2.102733327500698,0.3444394801955363,0,0,0.34424613778333585,0.679294583808128,True,False,True,False,False,True,False
1,1,-0.41203677443229225,2.6987007794454887,0,0,2.697185931849595,2.539698705241659,False,False,True,False,True,False,False
0,2,-0.10463740114712775,-0.3336984726090339,1,1,-0.33351115939045256,-0.5609748304808925,True,False,True,True,False,True,False
0,2,-0.3351869311110011,-0.3336984726090339,1,1,-0.33351115939045256,-0.5609748304808925,True,False,True,True,False,True,False
0,2,0.5101613454232019,-0.3336984726090339,1,1,-0.33351115939045256,-0.5609748304808925,True,False,True,True,False,True,False
1,2,-0.41203677443229225,-0.3336984726090339,0,1,-0.33351115939045256,-0.5609748304808925,False,False,True,False,True,True,False
1,2,0.8175607187083664,-0.3336984726090339,0,1,-0.33351115939045256,-0.5609748304808925,False,False,True,False,True,True,False
1,3,-0.10463740114712775,-0.12717266791993034,0,0,-0.12710128275128557,0.059159876663617675,False,False,True,False,True,False,True
1,3,-2.025883484179407,-0.13932010117845492,0,0,-0.13924189735462333,0.679294583808128,True,False,True,False,False,False,True
0,3,0.971260405350949,-0.716561933621122,1,1,-0.7161597096581235,-0.5609748304808925,True,False,True,True,False,False,True
0,3,-0.4888866177535834,-0.6581385617410743,1,1,-0.6577691322638931,-0.5609748304808925,True,False,True,True,False,False,True
0,1,-0.10463740114712775,0.6414769499431595,1,1,0.6411168730413985,-0.5609748304808925,True,False,True,True,False,False,False
0,3,-1.1036853643239126,-0.8823470582632057,0,0,-0.8818517750031517,0.679294583808128,True,False,False,False,False,False,True
0,3,-0.3351869311110011,-0.02931207562706525,1,0,-0.029295622032938475,0.059159876663617675,True,False,True,True,False,False,True
0,3,-0.10463740114712775,-0.8828741679067219,1,1,-0.8823785887669681,-0.5609748304808925,True,False,False,True,False,False,True
0,3,-0.10463740114712775,-0.6307359423566569,1,1,-0.6303818946485152,-0.5609748304808925,True,False,True,True,False,False,True
1,1,-0.5657364610748749,1.0976780669265338,0,0,1.0970619130374424,0.059159876663617675,False,False,True,False,True,False,False
0,2,0.6638610320657842,-0.3336984726090339,0,1,-0.33351115939045256,-0.5609748304808925,False,False,True,False,True,True,False
1,3,-0.10463740114712775,-0.8038521494426433,0,1,-0.8034009273192748,-0.5609748304808925,False,True,False,False,True,False,True
1,3,-0.10463740114712775,-0.8038521494426433,0,1,-0.8034009273192748,-0.5609748304808925,False,True,False,False,True,False,True
0,3,0.8175607187083664,0.4146557174979072,1,0,0.4144229609724118,2.539698705241659,True,False,True,True,False,False,True
0,2,-0.027787557825836286,0.4082334475616758,1,0,0.4080042960153794,0.059159876663617675,True,False,False,True,False,True,False
0,3,1.2018099353148228,-0.23166125968823245,0,0,-0.23153122248478483,0.059159876663617675,False,False,False,False,True,False,True
0,3,0.4333115021019105,-0.9050797531497121,1,1,-0.9045717094649159,-0.5609748304808925,True,False,True,True,False,False,True
0,3,-0.10463740114712775,-0.16405229962564444,1,0,-0.16396021300619354,0.059159876663617675,True,True,False,True,False,False,True
0,3,0.04906228549545484,-0.8797405693934279,1,1,-0.8792467492201408,-0.5609748304808925,True,False,True,True,False,False,True
1,1,2.3545575851341907,1.4163815756188531,0,0,1.4155865255558615,0.059159876663617675,False,False,False,False,True,False,False
1,3,-0.10463740114712775,-0.8823470582632057,0,1,-0.8818517750031517,-0.5609748304808925,False,False,False,False,True,False,True
1,3,-0.10463740114712775,-0.8189865811572414,0,1,-0.8185268637024631,-0.5609748304808925,False,True,False,False,True,False,True
1,1,-0.41203677443229225,1.3324938581871213,0,1,1.3317458963778717,-0.5609748304808925,False,False,False,False,True,False,False
1,1,-0.3351869311110011,1.1057901177672143,1,0,1.1051694103830458,0.059159876663617675,True,False,False,True,False,False,False
0,3,-0.8731358343600392,-0.978728601506448,1,0,-0.9781792168987444,0.059159876663617675,True,False,True,True,False,False,True
0,3,-0.7962859910387481,-0.7841792430073967,1,1,-0.7837390637737198,-0.5609748304808925,True,False,True,True,False,False,True
0,1,-0.5657364610748749,2.018633179204407,1,1,2.0175000703981993,-0.5609748304808925,True,False,False,True,False,False,False
0,3,-2.025883484179407,0.1364991380659539,0,0,0.13642251771859448,1.919563998097148,False,False,True,False,False,False,True
1,1,-0.10463740114712775,1.5060857797883966,0,0,1.5052403765335791,0.059159876663617675,False,False,False,False,True,False,False
1,3,-0.5657364610748749,-0.8797405693934279,0,1,-0.8792467492201408,-0.5609748304808925,False,False,True,False,True,False,True
0,1,-0.18148724446841888,2.47463661116877,1,0,2.47324753634073,0.679294583808128,True,False,False,True,False,False,False
0,3,-0.7194361477174569,-1.3942229498762084,1,1,-1.393440337998728,-0.5609748304808925,True,False,False,True,False,False,True
0,3,-0.7962859910387481,-0.8160407306065735,1,1,-0.8155826667306794,-0.5609748304808925,True,False,True,True,False,False,True
1,1,0.971260405350949,2.5497045522452972,0,1,2.548273339922454,-0.5609748304808925,False,False,False,False,True,False,False
1,3,-2.179583170821989,-0.14903715526900033,0,0,-0.14895349702201055,0.679294583808128,False,False,False,False,False,False,True
0,3,0.2027619721380371,-0.7985399740528021,1,1,-0.7980917337850657,-0.5609748304808925,True,False,True,True,False,False,True
1,1,0.4333115021019105,1.040827750325537,0,0,1.0402435079273697,0.059159876663617675,False,False,True,False,True,False,False
0,3,-0.10463740114712775,-0.8019236166026619,1,1,-0.8014734770125473,-0.5609748304808925,True,False,True,True,False,False,True
0,2,-0.8731358343600392,1.3924082286355357,1,1,1.3916266354060391,-0.5609748304808925,True,False,True,True,False,True,False
0,3,-2.179583170821989,0.9363610927004846,0,0,0.9358354900249423,3.779968119530679,True,False,True,False,False,False,True
1,2,0.5101613454232019,-0.3336984726090339,0,1,-0.33351115939045256,-0.5609748304808925,False,False,True,False,True,True,False
0,3,-0.10463740114712775,-0.8214439504217127,1,1,-0.8209828535846956,-0.5609748304808925,True,True,False,True,False,False,True
1,2,-0.9499856776813305,-0.41021642991191176,0,1,-0.409986165268502,-0.5609748304808925,False,False,False,False,True,True,False
1,1,0.5101613454232019,1.8931715298766854,1,0,1.8921088458020032,1.299429290952638,True,False,True,True,False,False,False
1,3,-0.6425863043961659,-0.8135961720983268,1,1,-0.8131394804136766,-0.5609748304808925,True,False,True,True,False,False,True
0,3,-0.10463740114712775,-0.7985399740528021,1,0,-0.7980917337850657,0.679294583808128,True,False,True,True,False,False,True
1,1,-0.4888866177535834,1.8341292311094284,0,0,1.8330996889395563,0.059159876663617675,False,False,False,False,True,False,False
1,3,-0.41203677443229225,-0.09156500424402281,0,0,-0.09151360653902194,0.679294583808128,False,False,True,False,True,False,True
0,3,-0.5657364610748749,-0.8135961720983268,1,1,-0.8131394804136766,-0.5609748304808925,True,False,True,True,False,False,True
0,3,0.12591212881674596,-0.8067633807960333,0,1,-0.8063105245263931,-0.5609748304808925,False,False,True,False,True,False,True
0,2,1.2786597786361142,0.3444394801955363,1,1,0.34424613778333585,-0.5609748304808925,True,False,True,True,False,True,False
0,2,-0.4888866177535834,-0.5368057694182641,1,1,-0.5365044470428978,-0.5609748304808925,True,False,True,True,False,True,False
1,2,-0.10463740114712775,-0.35983961362319966,0,1,-0.35963762673463606,-0.5609748304808925,False,False,True,False,True,True,False
1,3,0.7407108753870754,-0.7985399740528021,1,1,-0.7980917337850657,-0.5609748304808925,True,False,True,True,False,False,True
0,3,-0.25833708778971,-0.7841792430073967,1,1,-0.7837390637737198,-0.5609748304808925,True,False,True,True,False,False,True
0,3,-0.6425863043961659,-0.5992616204389829,0,0,-0.5989252400473708,0.059159876663617675,False,False,True,False,True,False,True
0,3,-0.10463740114712775,-0.14237942169106096,1,0,-0.14229950059484447,0.059159876663617675,True,False,True,True,False,False,True
0,3,-0.7194361477174569,-0.716561933621122,0,1,-0.7161597096581235,-0.5609748304808925,False,False,True,False,True,False,True
0,2,0.35646165878061936,0.13298517012197925,1,0,0.13291052225186956,0.059159876663617675,True,False,True,True,False,True,False
0,3,1.6629089952425695,-0.8189865811572414,1,1,-0.8185268637024631,-0.5609748304808925,True,False,True,True,False,False,True
1,2,-2.025883484179407,0.02158766795447284,0,0,0.02157555026171097,0.679294583808128,True,False,True,False,False,True,False
0,3,-0.6425863043961659,-0.8160407306065735,1,1,-0.8155826667306794,-0.5609748304808925,True,False,True,True,False,False,True
0,3,-0.10463740114712775,0.3238411962475483,0,0,0.3236594161623594,1.919563998097148,False,False,True,False,True,False,True
0,3,-0.10463740114712775,-0.8019236166026619,1,1,-0.8014734770125473,-0.5609748304808925,True,False,True,True,False,False,True
0,3,-0.10463740114712775,-0.9299653348541042,1,1,-0.9294433222758671,-0.5609748304808925,True,True,False,True,False,False,True
1,1,0.27961181545932823,1.5989745568795646,0,0,1.5980770128532569,0.059159876663617675,False,True,False,False,True,False,False
0,2,-0.10463740114712775,-3.058577729168294,1,1,-3.0568608737261584,-0.5609748304808925,True,False,True,True,False,True,False
1,3,1.1249600919935312,-0.7985399740528021,1,1,-0.7980917337850657,-0.5609748304808925,True,False,True,True,False,False,True
0,3,-0.10463740114712775,-0.7841792430073967,0,1,-0.7837390637737198,-0.5609748304808925,False,False,True,False,True,False,True
1,2,0.35646165878061936,0.5671628780396993,0,0,0.5668445154673009,0.679294583808128,False,False,True,False,True,True,False
1,2,-0.8731358343600392,-0.3336984726090339,0,0,-0.33351115939045256,0.679294583808128,False,False,True,False,True,True,False
0,2,0.04906228549545484,-0.3336984726090339,1,1,-0.33351115939045256,-0.5609748304808925,True,False,True,True,False,True,False
0,3,-1.4879345809303688,0.27115228049766626,0,0,0.2710000760060229,0.679294583808128,False,False,True,False,False,False,True
0,3,-0.10463740114712775,-0.8019236166026619,1,1,-0.8014734770125473,-0.5609748304808925,True,False,False,True,False,False,True
0,3,-0.6425863043961659,-0.820959102119349,1,1,-0.8204982774396938,-0.5609748304808925,True,True,False,True,False,False,True
0,3,-0.027787557825836286,-0.8043406630039283,1,1,-0.803889166665797,-0.5609748304808925,True,False,True,True,False,False,True
0,3,-0.10463740114712775,-0.23528881360946913,0,0,-0.23515674017014906,0.679294583808128,False,False,True,False,True,False,True
0,3,-0.8731358343600392,0.09534793704965036,1,0,0.09529441589076065,0.679294583808128,True,False,True,True,False,False,True
0,3,-0.10463740114712775,-0.8797405693934279,1,1,-0.8792467492201408,-0.5609748304808925,True,False,True,True,False,False,True
1,2,-0.10463740114712775,0.3444394801955363,0,0,0.34424613778333585,0.059159876663617675,False,False,True,False,True,True,False
1,2,-0.7962859910387481,0.3444394801955363,0,1,0.34424613778333585,-0.5609748304808925,False,False,True,False,True,True,False
0,3,-0.10463740114712775,-0.8189865811572414,1,1,-0.8185268637024631,-0.5609748304808925,True,True,False,True,False,False,True
1,3,0.2027619721380371,-0.7841792430073967,1,1,-0.7837390637737198,-0.5609748304808925,True,False,True,True,False,False,True
1,1,-0.10463740114712775,0.36526093570402574,1,1,0.3650559056930892,-0.5609748304808925,True,False,True,True,False,False,False
1,3,-0.10463740114712775,-0.12717266791993034,0,0,-0.12710128275128557,0.059159876663617675,False,False,True,False,True,False,True
1,2,0.971260405350949,0.3444394801955363,0,0,0.34424613778333585,0.059159876663617675,False,False,True,False,True,True,False
0,3,-0.9499856776813305,-0.89550453846012,1,1,-0.895001869580513,-0.5609748304808925,True,False,True,True,False,False,True
0,1,1.5860591519212788,1.1141402035210883,1,0,1.1135148090269495,0.059159876663617675,True,False,True,True,False,False,False
1,1,-1.180535207645204,1.8931715298766854,0,0,1.8921088458020032,1.299429290952638,False,False,True,False,False,False,False
0,3,-0.6425863043961659,0.6233938271906202,0,0,0.62304390079359,1.919563998097148,False,False,True,False,True,False,True
1,2,-0.41203677443229225,0.02158766795447284,0,0,0.02157555026171097,2.539698705241659,False,False,True,False,True,True,False
0,1,2.661956958419355,2.6987007794454887,1,0,2.697185931849595,2.539698705241659,True,False,True,True,False,False,False
0,2,0.12591212881674596,-0.5368057694182641,1,1,-0.5365044470428978,-0.5609748304808925,True,False,True,True,False,True,False
1,2,1.2018099353148228,0.3539558601651713,0,0,0.35375717597316736,0.679294583808128,False,False,True,False,True,True,False
0,3,-0.7194361477174569,-0.6307359423566569,1,1,-0.6303818946485152,-0.5609748304808925,True,False,True,True,False,False,True
0,3,-0.3351869311110011,-0.8160407306065735,1,0,-0.8155826667306794,0.059159876663617675,True,False,True,True,False,False,True
1,2,-0.10463740114712775,-0.3336984726090339,0,1,-0.33351115939045256,-0.5609748304808925,False,False,True,False,True,True,False
1,3,-0.10463740114712775,-0.7770730902669089,1,1,-0.7766368998927887,-0.5609748304808925,True,False,True,True,False,False,True
1,1,-1.9490336408581157,1.5021989568725875,0,0,1.5013557353877514,0.679294583808128,True,False,True,False,False,False,False
1,2,-1.2573850509664952,0.0600711254399585,0,0,0.06003740602925224,0.059159876663617675,False,False,True,False,False,True,False
1,1,0.35646165878061936,0.36526093570402574,1,1,0.3650559056930892,-0.5609748304808925,True,False,True,True,False,False,False
1,3,-1.8721837975368247,0.04782512943518893,0,0,0.04779828400538075,1.299429290952638,False,False,False,False,False,False,True
1,1,1.739758838563861,0.5036031274312863,1,1,0.5033204425213161,-0.5609748304808925,True,False,True,True,False,False,False
0,2,0.5101613454232019,0.40928266156909415,1,0,0.40905292107298563,1.299429290952638,True,False,True,True,False,True,False
0,3,-0.10463740114712775,0.08331374632313591,1,0,0.08326698025359468,0.059159876663617675,True,False,True,True,False,False,True
0,1,0.04906228549545484,0.40928266156909415,1,1,0.40905292107298563,-0.5609748304808925,True,False,False,True,False,False,False
1,1,1.5092093085999871,1.5887601180595785,1,0,1.5878683076507973,0.059159876663617675,True,False,False,True,False,False,False
0,3,-0.10463740114712775,-0.7841792430073967,1,1,-0.7837390637737198,-0.5609748304808925,True,False,True,True,False,False,True
1,3,-0.027787557825836286,-0.8019236166026619,1,1,-0.8014734770125473,-0.5609748304808925,True,False,False,True,False,False,True
0,1,2.7388068017406466,0.36526093570402574,1,1,0.3650559056930892,-0.5609748304808925,True,False,True,True,False,False,False
1,1,-0.10463740114712775,1.038145562232327,0,0,1.0375628254127753,0.059159876663617675,False,False,True,False,True,False,False
1,2,1.5860591519212788,-0.5368057694182641,0,1,-0.5365044470428978,-0.5609748304808925,False,False,True,False,True,True,False
0,3,-0.10463740114712775,-0.8189865811572414,1,1,-0.8185268637024631,-0.5609748304808925,True,True,False,True,False,False,True
1,1,1.4323594652786964,0.36526093570402574,1,1,0.3650559056930892,-0.5609748304808925,True,False,True,True,False,False,False
0,3,0.35646165878061936,-0.7841792430073967,1,1,-0.7837390637737198,-0.5609748304808925,True,False,True,True,False,False,True
0,1,1.355509621957405,0.737275937722256,1,1,0.7368620864756582,-0.5609748304808925,True,False,True,True,False,False,False
0,2,1.4323594652786964,-0.3336984726090339,1,1,-0.33351115939045256,-0.5609748304808925,True,False,True,True,False,True,False
